SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2,BALAMINES.NS
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,2,1,INE618N01022,2,BALAXI.NS
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10,BALKRISHNA.NS
BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2,BALKRISIND.NS
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10,BALMLAWRIE.NS
BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10,BALPHARMA.NS
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1,BALRAMCHIN.NS
BALUFORGE,Balu Forge Industries Limited,EQ,29-APR-2024,10,1,INE011E01029,10,BALUFORGE.NS
BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10,BANARBEADS.NS
BANARISUG,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10,BANARISUG.NS
BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2,BANCOINDIA.NS
BANDHANBNK,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10,BANDHANBNK.NS
BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10,BANG.NS
BANKA,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10,BANKA.NS
BANKBARODA,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2,BANKBARODA.NS
BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10,BANKINDIA.NS
BANSALWIRE,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,INE0B9K01025,5,BANSALWIRE.NS
BANSWRAS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5,BANSWRAS.NS
BASF,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10,BASF.NS
BASML,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5,BASML.NS
BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5,BATAINDIA.NS
BAYERCROP,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10,BAYERCROP.NS
BBL,Bharat Bijlee Limited,EQ,21-NOV-2006,5,1,INE464A01036,5,BBL.NS
BBOX,Black Box Limited,EQ,22-JUL-2003,2,1,INE676A01027,2,BBOX.NS
BBTC,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2,BBTC.NS
BBTCL,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10,BBTCL.NS
BCG,Brightcom Group Limited,EQ,08-MAY-2015,2,1,INE425B01027,2,BCG.NS
BCLIND,Bcl Industries Limited,EQ,04-MAR-2021,1,1,INE412G01024,1,BCLIND.NS
BCONCEPTS,Brand Concepts Limited,BE,11-JAN-2022,10,1,INE977Y01011,10,BCONCEPTS.NS
BDL,Bharat Dynamics Limited,EQ,23-MAR-2018,5,1,INE171Z01026,5,BDL.NS
BEARDSELL,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2,BEARDSELL.NS
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,10,1,INE495P01012,10,BECTORFOOD.NS
BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10,BEDMUTHA.NS
BEL,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1,BEL.NS
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10,BELLACASA.NS
BELRISE,Belrise Industries Limited,EQ,28-MAY-2025,5,1,INE894V01022,5,BELRISE.NS
BEML,BEML Limited,EQ,05-NOV-2003,5,1,INE258A01024,5,BEML.NS
BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1,BEPL.NS
BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1,BERGEPAINT.NS
BESTAGRO,Best Agrolife Limited,EQ,10-APR-2024,10,1,INE052T01013,10,BESTAGRO.NS
BETA,Beta Drugs Limited,EQ,24-NOV-2025,10,1,INE351Y01019,10,BETA.NS
BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5,BFINVEST.NS
BFUTILITIE,BF Utilities Limited,BZ,03-MAY-2007,5,1,INE243D01012,5,BFUTILITIE.NS
BGRENERGY,BGR Energy Systems Limited,BE,03-JAN-2008,10,1,INE661I01014,10,BGRENERGY.NS
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1,BHAGCHEM.NS
BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5,BHAGERIA.NS
BHAGYANGR,Bhagyanagar India Limited,BE,17-MAY-2017,2,1,INE458B01036,2,BHAGYANGR.NS
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,BHANDARI.NS
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,BHARATFORG.NS
BHARATGEAR,Bharat Gears Limited,BE,03-APR-1996,10,1,INE561C01019,10,BHARATGEAR.NS
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10,BHARATRAS.NS
BHARATSE,Bharat Seats Limited,EQ,24-MAR-2025,2,1,INE415D01024,2,BHARATSE.NS
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10,BHARATWIRE.NS
BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5,BHARTIARTL.NS
BHARTIHEXA,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5,BHARTIHEXA.NS
BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2,BHEL.NS
BIGBLOC,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2,BIGBLOC.NS
BIKAJI,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1,BIKAJI.NS
BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,BIL.NS
BILVYAPAR,BIL VYAPAR LIMITED,BE,27-SEP-2006,10,1,INE071A01013,10,BILVYAPAR.NS
BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5,BIOCON.NS
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10,BIOFILCHEM.NS
BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10,BIRLACABLE.NS
BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10,BIRLACORPN.NS
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1,BIRLAMONEY.NS
BIRLANU,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10,BIRLANU.NS
BLACKBUCK,BLACKBUCK LIMITED,EQ,22-NOV-2024,1,1,INE0UIZ01018,1,BLACKBUCK.NS
BLAL,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10,BLAL.NS
BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1,BLBLIMITED.NS
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1,BLISSGVS.NS
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1,BLKASHYAP.NS
BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1,BLS.NS
BLSE,BLS E-Services Limited,EQ,06-FEB-2024,10,1,INE0NLT01010,10,BLSE.NS
BLUECOAST,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10,BLUECOAST.NS
BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10,BLUEDART.NS
BLUEJET,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2,BLUEJET.NS
BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2,BLUESTARCO.NS
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,19-AUG-2025,1,1,INE304W01038,1,BLUESTONE.NS
BLUSPRING,Bluspring Enterprises Limited,EQ,11-JUN-2025,10,1,INE0U4101014,10,BLUSPRING.NS
BMWVENTLTD,BMW Ventures Limited,EQ,01-OCT-2025,10,1,INE965W01036,10,BMWVENTLTD.NS
BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2,BODALCHEM.NS
BOHRAIND,Bohra Industries Limited,EQ,27-OCT-2022,10,1,INE802W01023,10,BOHRAIND.NS
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,BOMDYEING.NS
BORANA,Borana Weaves Limited,BE,27-MAY-2025,10,1,INE16SF01016,10,BORANA.NS
BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1,BOROLTD.NS
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1,BORORENEW.NS
BOROSCI,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1,BOROSCI.NS
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10,BOSCHLTD.NS
BPCL,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10,BPCL.NS
BPL,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10,BPL.NS
BRIGADE,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10,BRIGADE.NS
BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-JUL-2025,10,1,INE03NU01014,10,BRIGHOTEL.NS
BRITANNIA,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1,BRITANNIA.NS
BRNL,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10,BRNL.NS
BROOKS,Brooks Laboratories Limited,EQ,05-SEP-2011,10,1,INE650L01011,10,BROOKS.NS
BSE,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2,BSE.NS
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1,BSHSL.NS
BSL,BSL Limited,EQ,27-JUL-1995,10,1,INE594B01012,10,BSL.NS
BSOFT,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2,BSOFT.NS
BTML,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1,BTML.NS
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10,BUTTERFLY.NS
BVCL,Barak Valley Cements Limited,BE,23-NOV-2007,10,1,INE139I01011,10,BVCL.NS
BYKE,The Byke Hospitality Ltd,EQ,15-APR-2015,10,1,INE319B01014,10,BYKE.NS
CALSOFT,California Software Company Limited,EQ,28-JUN-2000,10,1,INE526B01014,10,CALSOFT.NS
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1,CAMLINFINE.NS
CAMPUS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5,CAMPUS.NS
CAMS,Computer Age Management Services Limited,EQ,07-MAY-2021,2,1,INE596I01020,2,CAMS.NS
CANBK,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2,CANBK.NS
CANFINHOME,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2,CANFINHOME.NS
CANHLIFE,Canara HSBC Life Insurance Company Limited,EQ,17-OCT-2025,10,1,INE01TY01017,10,CANHLIFE.NS
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2,CANTABIL.NS
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10,CAPACITE.NS
CAPILLARY,Capillary Technologies India Limited,EQ,21-NOV-2025,2,1,INE0ILV01024,2,CAPILLARY.NS
CAPITALSFB,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10,CAPITALSFB.NS
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2,CAPLIPOINT.NS
CAPTRUST,Capital Trust Limited,EQ,16-JAN-2017,10,1,INE707C01018,10,CAPTRUST.NS
CARBORUNIV,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1,CARBORUNIV.NS
CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10,CARERATING.NS
CARRARO,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10,CARRARO.NS
CARTRADE,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10,CARTRADE.NS
CARYSIL,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2,CARYSIL.NS
CASTROLIND,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5,CASTROLIND.NS
CCCL,Consolidated Construction Consortium Limited,BE,15-OCT-2007,2,1,INE429I01024,2,CCCL.NS
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2,CCHHL.NS
CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2,CCL.NS
CDSL,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10,CDSL.NS
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10,CEATLTD.NS
CEIGALL,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5,CEIGALL.NS
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10,CELEBRITY.NS
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5,CELLO.NS
CEMPRO,Cemindia Projects Limited,EQ,10-FEB-1999,1,1,INE686A01026,1,CEMPRO.NS
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10,CENTENKA.NS
CENTEXT,Century Extrusions Limited,BE,20-JUL-2004,1,1,INE281A01026,1,CENTEXT.NS
CENTRALBK,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10,CENTRALBK.NS
CENTRUM,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1,CENTRUM.NS
CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10,CENTUM.NS
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1,CENTURYPLY.NS
CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5,CERA.NS
CEREBRAINT,Cerebra Integrated Technologies Limited,BZ,26-JUN-2013,10,1,INE345B01019,10,CEREBRAINT.NS
CESC,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1,CESC.NS
CEWATER,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5,CEWATER.NS
CGCL,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1,CGCL.NS
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2,CGPOWER.NS
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10,CHALET.NS
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10,CHAMBLFERT.NS
CHEMBOND,Chembond Material Technologies Limited,EQ,20-NOV-2019,5,1,INE995D01025,5,CHEMBOND.NS
CHEMBONDCH,Chembond Chemicals Limited,EQ,23-JUL-2025,5,1,INE0TGX01019,5,CHEMBONDCH.NS
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10,CHEMCON.NS
CHEMFAB,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10,CHEMFAB.NS
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5,CHEMPLASTS.NS
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10,CHENNPETRO.NS
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10,CHEVIOT.NS
CHOICEIN,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10,CHOICEIN.NS
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2,CHOLAFIN.NS
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1,CHOLAHLDNG.NS
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,CIEINDIA.NS
CIFL,Capital India Finance Limited,EQ,17-APR-2025,2,1,INE345H01024,2,CIFL.NS
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10,CIGNITITEC.NS
CINELINE,Cineline India Limited,EQ,13-JUN-2012,5,1,INE704H01022,5,CINELINE.NS
CINEVISTA,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2,CINEVISTA.NS
CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2,CIPLA.NS
CLEAN,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1,CLEAN.NS
CLEDUCATE,CL Educate Limited,EQ,31-MAR-2017,5,1,INE201M01029,5,CLEDUCATE.NS
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2,CLSEL.NS
CMSINFO,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10,CMSINFO.NS
CNL,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10,CNL.NS
COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10,COALINDIA.NS
COASTCORP,Coastal Corporation Limited,BE,08-OCT-2021,2,1,INE377E01024,2,COASTCORP.NS
COCHINSHIP,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5,COCHINSHIP.NS
COFFEEDAY,Coffee Day Enterprises Limited,BE,02-NOV-2015,10,1,INE335K01011,10,COFFEEDAY.NS
COFORGE,Coforge Limited,EQ,30-AUG-2004,2,1,INE591G01025,2,COFORGE.NS
COHANCE,Cohance Lifesciences Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1,COHANCE.NS
COLPAL,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1,COLPAL.NS
COMPINFO,Compuage Infocom Limited,BZ,07-JUL-2016,2,1,INE070C01037,2,COMPINFO.NS
COMPUSOFT,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2,COMPUSOFT.NS
COMSYN,Commercial Syn Bags Limited,BE,23-JAN-2024,10,1,INE073V01015,10,COMSYN.NS
CONCOR,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5,CONCOR.NS
CONCORDBIO,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1,CONCORDBIO.NS
CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1,CONFIPET.NS
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10,CONSOFINVT.NS
CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10,CONTROLPR.NS
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2,CORALFINAC.NS
CORDSCABLE,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10,CORDSCABLE.NS
COROMANDEL,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1,COROMANDEL.NS
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10,COSMOFIRST.NS
COUNCODOS,Country Condo's Limited,EQ,22-JAN-2009,1,1,INE695B01025,1,COUNCODOS.NS
CPCAP,CP Capital Limited,EQ,06-OCT-2010,10,1,INE521J01018,10,CPCAP.NS
CPEDU,Career Point Edutech Limited,EQ,05-SEP-2025,10,1,INE0P6P01016,10,CPEDU.NS
CPPLUS,Aditya Infotech Limited,EQ,05-AUG-2025,1,1,INE819V01029,1,CPPLUS.NS
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5,CRAFTSMAN.NS
CRAMC,Canara Robeco Asset Management Company Limited,EQ,16-OCT-2025,10,1,INE218I01013,10,CRAMC.NS
CREATIVEYE,Creative Eye Limited,EQ,20-DEC-2000,5,1,INE230B01021,5,CREATIVEYE.NS
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10,CREDITACC.NS
CREST,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10,CREST.NS
CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1,CRISIL.NS
CRIZAC,Crizac Limited,EQ,09-JUL-2025,2,1,INE0S4R01014,2,CRIZAC.NS
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2,CROMPTON.NS
CROWN,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10,CROWN.NS
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10,CSBBANK.NS
CSLFINANCE,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10,CSLFINANCE.NS
CTE,Cambridge Technology Enterprises Limited,EQ,07-FEB-2007,10,1,INE627H01017,10,CTE.NS
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1,CUB.NS
CUBEXTUB,Cubex Tubings Limited,EQ,24-APR-1996,10,1,INE144D01012,10,CUBEXTUB.NS
CUMMINSIND,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2,CUMMINSIND.NS
CUPID,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1,CUPID.NS
CURAA,Cura Technologies Limited,BE,21-MAR-2025,10,1,INE117B01020,10,CURAA.NS
CYBERMEDIA,Cyber Media (India) Limited,BE,10-JUN-2005,10,1,INE278G01037,10,CYBERMEDIA.NS
CYBERTECH,Cybertech Systems And Software Limited,BE,27-JAN-1999,10,1,INE214A01019,10,CYBERTECH.NS
CYIENT,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5,CYIENT.NS
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10,CYIENTDLM.NS
DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1,DABUR.NS
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2,DALBHARAT.NS
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2,DALMIASUG.NS
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2,DAMCAPITAL.NS
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5,DAMODARIND.NS
DANGEE,Dangee Dums Limited,EQ,13-NOV-2020,1,1,INE688Y01022,1,DANGEE.NS
DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5,DATAMATICS.NS
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2,DATAPATTNS.NS
DAVANGERE,Davangere Sugar Company Limited,EQ,25-JAN-2024,1,1,INE179G01029,1,DAVANGERE.NS
DBCORP,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10,DBCORP.NS
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10,1,INE0OPA01019,10,DBEIL.NS
DBL,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10,DBL.NS
DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10,DBOL.NS
DBREALTY,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10,DBREALTY.NS
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2,DBSTOCKBRO.NS
DCAL,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2,DCAL.NS
DCBBANK,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10,DCBBANK.NS
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10,DCI.NS
DCM,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10,DCM.NS
DCMFINSERV,DCM Financial Services Limited,EQ,21-MAY-1997,10,1,INE891B01012,10,DCMFINSERV.NS
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10,DCMNVL.NS
DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2,DCMSHRIRAM.NS
DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2,DCMSRIND.NS
DCW,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2,DCW.NS
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2,DCXINDIA.NS
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1,1,INE0HR601026,1,DDEVPLSTIK.NS
DECCANCE,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5,DECCANCE.NS
DEEDEV,DEE Development Engineers Limited,EQ,26-JUN-2024,10,1,INE841L01016,10,DEEDEV.NS
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10,DEEPAKFERT.NS
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2,DEEPAKNTR.NS
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5,DEEPINDS.NS
DELHIVERY,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1,DELHIVERY.NS
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,28-JUN-2011,10,1,INE726L01019,10,DELPHIFX.NS
DELTACORP,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1,DELTACORP.NS
DELTAMAGNT,Delta Manufacturing Limited,EQ,18-OCT-1995,10,1,INE393A01011,10,DELTAMAGNT.NS
DEN,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10,DEN.NS
DENORA,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10,DENORA.NS
DENTA,Denta Water and Infra Solutions Limited,EQ,29-JAN-2025,10,1,INE0R4L01018,10,DENTA.NS
